,Carrera,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
55,0,4,0,3,4,2,0,5,4,4,4,2,5,2,3,3,5,4,0,4,2,4,4,2,2,4,4,4,3,2,3,2,2,4,3,3,2,4,4,3,4,5,3,4,3,3,3,3,3,3,0,3,2,3,3,4,4,3,4,4,0,3,5,3,3,3,3,3,4,3,4,3,0,4,5,3,4,4,3,4,4,4,2,0,2,3,3,4,3,3,3,3,3,4,3,4,3,4,0,3,4,2,3,4,0,2,2,4,4,0,4,2,3,2,4,4,4,3,4,3,2
56,0,3,2,2,3,3,3,3,4,4,4,3,4,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,4,4,3,4,3,2,3,3,3,4,2,3,3,3,3,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,2,4,3,4,3,4,0,3,3,3,4,3,3,3,3,2,2,2,2,2,3,4,4,4,2,3,3,2,3,3,2,2,2,3,3,3,4,3,3
57,0,3,2,3,4,3,3,5,4,4,4,4,4,0,5,3,4,4,4,4,3,0,2,3,3,2,4,4,3,4,4,4,3,3,2,5,3,4,4,3,3,0,0,2,3,5,3,4,4,4,4,3,5,4,3,5,5,0,3,3,4,2,5,4,4,2,5,3,5,5,0,3,4,3,4,5,4,0,3,3,4,5,2,4,0,3,3,4,4,4,4,2,5,3,5,5,0,4,5,5,2,3,5,4,4,0,0,0,4,2,4,3,3,5,3,5,4,0,5,2,4
58,2,4,2,5,4,4,3,2,5,4,4,2,3,2,4,3,2,3,4,3,2,4,4,2,3,4,4,2,5,2,4,3,2,4,3,3,3,4,2,4,4,3,3,5,3,4,3,2,4,3,3,3,5,3,4,5,5,4,4,4,3,3,5,4,4,4,4,4,3,5,3,2,3,5,4,4,5,2,3,5,4,3,4,3,2,4,3,5,2,5,3,4,4,3,3,3,2,5,2,4,5,4,5,4,3,3,0,2,4,2,3,5,4,2,4,4,4,2,3,4,3
59,0,3,0,3,3,2,3,2,3,3,3,0,2,3,4,2,2,3,2,3,2,3,2,0,3,2,2,2,3,2,4,0,0,2,0,4,3,3,2,3,3,3,2,3,3,3,2,0,4,2,2,0,2,3,2,3,4,3,3,3,0,3,4,3,3,3,3,3,2,2,3,2,0,3,4,2,3,0,3,2,3,3,2,2,2,3,2,3,4,3,2,4,4,3,4,4,3,3,0,3,2,0,2,4,0,0,0,3,2,2,4,4,3,2,4,3,2,0,4,3,0
60,1,2,3,3,2,0,0,3,2,2,2,0,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,4,3,3,2,2,2,3,3,3,2,3,2,2,3,2,2,2,2,2,3,2,2,2,0,0,3,2,0,2,2,2,2,2,2,2,2,3,2,3,2,4,2,2,0,2,0,3,2,0,2,2,2,3,3,2,2,2,4,0,0
61,0,0,4,3,2,2,0,5,2,4,4,3,4,3,5,0,2,0,0,4,0,2,4,3,2,2,2,2,4,0,3,3,3,2,2,4,4,3,3,2,2,2,0,2,5,4,3,2,5,5,0,0,4,2,2,4,4,2,4,4,3,5,5,5,3,4,2,2,2,3,2,2,0,3,5,2,0,0,2,4,4,0,3,2,5,2,0,0,4,2,0,0,4,0,5,3,2,4,2,3,2,4,2,3,0,0,4,2,3,0,4,2,0,0,4,0,4,0,5,2,5
62,0,4,0,4,3,0,2,5,3,5,0,0,3,0,4,2,3,4,2,2,0,3,3,2,2,5,4,2,2,0,3,0,0,3,2,0,4,4,3,0,3,3,0,5,0,0,0,0,2,2,0,4,0,3,2,5,0,3,0,0,2,0,4,0,3,0,4,0,3,3,3,3,0,5,3,0,2,0,3,3,4,3,0,0,0,4,2,0,0,4,2,5,3,4,0,0,3,2,2,0,2,0,2,3,2,0,0,4,2,0,3,2,2,0,0,3,2,0,4,0,0
63,0,2,0,4,4,3,3,2,4,3,3,5,4,2,4,4,2,4,3,4,3,4,4,0,0,3,4,3,3,2,4,2,2,4,2,2,2,4,4,3,4,2,3,4,3,3,2,3,3,2,3,4,3,2,4,4,2,3,4,3,2,2,3,4,4,3,4,2,2,3,3,3,2,4,3,3,3,0,4,3,4,3,2,2,2,3,2,4,2,4,3,4,3,3,2,3,4,4,0,3,4,2,2,4,3,2,0,4,3,0,3,3,4,0,2,3,4,3,2,2,2
64,0,3,3,3,3,3,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3,4,4,3,2,4,3,3,3,4,4,4,3,3,3,2,3,4,3,4,4,2,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4
65,0,3,4,2,3,3,4,4,3,5,4,5,4,4,4,4,4,5,4,4,3,3,3,3,3,3,4,2,4,2,2,4,5,2,4,3,3,3,3,3,3,3,3,4,2,4,3,2,3,4,4,5,4,5,5,2,4,4,5,3,4,3,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,5,2,4,4,3,4,4,2,4,4,5,4,4,4,4,2,5,3,4,4,5,0,5,3,3,3,3,3,4,4,3,5,2,4,3,4,3,3,4
66,0,3,3,3,5,4,3,5,5,4,5,4,5,3,5,5,5,2,3,3,3,0,3,2,2,4,3,5,5,0,4,5,2,5,2,4,3,5,3,4,5,5,0,4,3,3,2,5,4,5,4,3,3,4,0,3,3,3,3,4,5,4,5,2,4,2,5,2,5,5,4,5,4,4,4,3,0,0,3,5,4,4,0,4,4,3,3,4,2,4,2,4,5,3,3,3,3,4,4,3,2,2,4,4,4,5,0,3,5,3,4,2,4,3,0,4,3,2,5,2,0
67,0,3,3,3,4,2,2,2,4,4,3,3,2,5,4,4,3,3,4,2,3,2,3,5,3,4,3,2,4,2,4,2,2,2,3,4,3,3,4,2,3,5,3,5,2,3,3,2,4,4,2,3,3,4,3,5,5,3,3,4,2,0,4,5,4,3,4,2,2,2,2,3,0,5,3,2,0,2,2,3,4,3,2,0,5,3,3,2,3,5,2,4,3,3,3,4,3,4,2,3,5,3,4,3,3,2,5,3,2,2,4,0,4,3,4,4,4,2,2,3,3
68,0,4,4,4,4,4,4,3,4,4,5,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,5,4,3,4,3,4,3,4,2,4,3,4,4,4,3,4,4,4,5,4,4,3,3,4,4,5,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,3,4,4,3,3,4,4,4,5,3,3,3,4,4,5,3,4,3,4,4,3,4,2,3
69,0,3,2,4,3,3,3,4,3,4,2,2,2,3,4,4,2,3,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,4,4,3,2,3,2,3,2,2,2,2,0,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2
70,0,3,2,4,4,2,4,5,4,5,3,2,2,3,3,4,4,4,2,4,2,3,2,0,0,4,5,3,4,5,4,2,2,4,3,4,5,4,4,3,5,3,4,4,3,4,3,0,3,0,2,3,3,3,4,5,5,3,4,4,0,2,4,4,4,4,5,5,4,4,4,3,0,5,5,3,5,0,3,4,4,5,0,0,0,2,0,4,2,4,3,3,4,4,2,2,4,3,2,4,3,3,3,5,2,0,0,4,4,0,3,5,5,0,5,4,5,2,3,5,2
71,0,3,2,2,3,4,5,4,3,5,5,4,4,2,4,4,5,3,3,4,3,5,3,3,5,3,5,5,3,4,4,4,4,5,5,3,4,4,4,5,5,4,4,4,4,5,5,5,4,3,3,5,3,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,4,3,4,3,3,5,3,5,3,4,4,4,3,3,5,5,0,0,2,2,3,3,2,4,3,3,2,3,2,3,3,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2
72,1,3,2,0,3,0,0,4,3,0,3,2,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,2,3,2,3,3,0,2,2,2,2,3,2,3,3,2,2,0,3,2,0,2,0,2,0,2,2,0,2,0,2,2,3,3,2,2,4,2,2,3,2,2,2,3,2,2,3,0,3,2,3,0,2,3,2,2,2,2,0,2,3,3,2,0,2,2,2,2,3,2,2,3,2,2,0,3,3,2,0,2,0,2,2,2,3,2,3,2,2,2,3,0,2,2,0
73,0,4,3,4,3,4,4,3,3,4,4,2,3,3,3,4,4,3,3,5,4,4,4,2,2,5,3,4,3,3,4,2,2,3,2,5,4,3,3,3,3,4,3,4,5,4,5,2,5,3,3,4,4,4,4,3,4,3,4,2,0,3,2,3,4,3,2,3,3,5,5,4,5,4,3,3,2,3,4,4,4,3,4,3,4,2,3,3,4,4,4,2,2,3,3,2,2,4,4,5,5,5,5,3,4,3,2,5,3,5,4,3,3,4,3,4,4,2,3,4,4
74,0,3,2,3,4,3,2,3,2,5,4,3,2,0,5,3,5,3,4,3,3,4,3,2,2,3,4,3,4,4,5,3,5,4,3,2,5,4,5,4,3,5,4,3,3,4,3,0,4,4,3,4,2,2,4,3,0,4,3,5,3,4,5,0,5,0,3,4,4,3,2,4,0,2,0,4,2,0,4,4,3,3,3,2,2,4,2,2,0,0,3,4,3,4,5,2,5,4,2,4,2,0,3,2,4,0,0,2,4,0,4,3,4,0,0,3,2,3,0,4,3
75,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,3,2,3,4,3,4,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5
76,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
77,0,3,5,3,3,0,4,4,4,3,4,3,3,3,4,3,4,3,0,4,2,3,4,5,3,3,3,4,3,3,4,5,5,5,0,4,2,2,2,4,5,4,2,2,2,3,4,3,0,4,2,3,2,4,2,3,5,2,3,2,5,2,3,2,3,4,5,2,4,2,2,5,2,5,3,5,3,2,4,2,2,3,2,2,5,4,2,3,3,5,4,2,5,2,3,4,2,5,2,4,0,3,3,5,2,4,5,2,3,0,4,2,2,5,5,3,4,3,3,2,5
78,2,5,2,5,4,2,4,5,3,4,4,2,3,3,5,4,4,3,3,4,2,5,5,3,2,4,4,3,3,3,4,5,4,4,3,2,5,4,4,4,5,5,3,5,4,3,2,4,2,4,2,3,5,4,4,5,3,2,5,4,5,4,4,3,5,3,5,3,3,5,5,3,5,5,4,3,4,3,4,5,4,4,2,5,3,4,4,4,3,5,4,5,5,4,4,3,4,5,0,4,4,0,4,5,0,4,0,5,3,2,3,3,5,4,3,4,4,0,4,3,0
79,0,4,5,5,5,3,3,4,4,5,5,3,3,4,5,4,3,2,4,4,2,2,4,3,2,4,4,2,4,2,4,3,2,4,3,4,3,5,4,4,5,4,3,4,2,2,2,2,3,5,4,3,5,3,3,4,4,2,4,4,2,5,5,4,5,3,4,4,4,4,3,3,2,4,4,4,4,2,3,4,4,4,0,0,3,4,5,3,3,4,2,4,4,4,2,2,2,5,0,3,4,3,4,4,3,2,3,2,5,3,3,4,4,2,3,5,4,3,4,4,2
80,0,3,4,2,5,3,2,4,4,5,4,5,3,5,4,2,5,2,0,2,2,3,5,3,2,3,4,4,3,2,4,2,4,4,2,4,4,4,3,4,5,5,3,3,0,4,2,3,4,3,3,3,2,5,0,4,4,2,4,4,2,4,5,5,5,3,2,2,3,4,3,2,2,3,0,0,3,0,0,4,4,2,0,0,4,0,0,3,0,2,4,2,5,3,3,3,0,5,3,3,3,0,3,2,4,4,3,3,4,3,4,5,2,2,0,4,0,4,5,3,5
81,0,4,2,4,4,3,4,4,4,4,4,2,2,2,5,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,0,4,4,3,4,2,4,4,4,4,2,5,4,4,3,3,5,4,4,4,4,4,4,5,3,4,5,4,2,4,5,2,3,2,4,4,2,3,3,4,5,4,4,3,5,4,5,4,4,4,2,5,4,3,4,3,5,5,2,4,4,3,5,3,4,4,3,5,3,3
82,0,2,0,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
83,0,4,3,4,4,2,4,4,3,4,4,2,3,3,3,2,3,3,3,4,2,4,2,3,3,3,3,3,3,2,4,4,2,3,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,2,3,3,3,3,4,3,3,3,2,2,2,4,4,4,3,2,3,2,3,3,2,3,3,4,2,4,2,3,3,3,3,3,3,2,3,4,2,3,3,3,3,3,4,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
84,0,5,2,5,4,3,2,4,4,5,3,3,4,2,4,5,4,5,4,5,4,4,4,4,5,4,2,0,5,5,4,5,4,5,5,3,2,4,5,3,4,4,3,5,2,5,4,4,5,3,4,5,4,5,3,2,5,4,4,3,3,4,4,5,4,5,5,5,4,5,5,5,3,5,5,2,5,2,2,5,5,4,5,0,5,4,5,4,5,3,2,5,4,3,5,5,2,4,5,3,5,4,0,5,4,3,5,4,3,3,5,5,4,5,3,4,5,2,3,4,5
85,0,3,3,3,3,3,3,5,5,5,4,2,3,2,4,5,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,4,3,2,3,4,4,3,4,3,3,3,3,2,3,3,3,2,3,3,4,3,4,4,3,4,4,4,3,3,5,4,4,3,4,4,4,3,3,3,2,4,3,3,3,0,3,4,4,4,2,2,2,4,3,4,3,3,3,3,4,3,2,3,2,3,2,4,4,2,3,4,3,2,0,3,4,3,3,3,4,2,3,5,4,4,0,3,2
86,0,3,3,2,4,4,4,4,5,3,4,0,3,4,4,0,5,0,4,3,2,0,2,0,0,2,2,3,2,0,4,0,0,4,3,0,3,4,3,3,4,5,3,2,0,0,3,0,3,0,3,2,3,2,2,2,4,4,4,4,0,2,3,0,5,0,0,0,4,5,0,3,0,2,0,3,0,0,0,4,3,2,0,0,2,4,0,3,0,2,3,3,3,0,2,2,0,4,4,0,0,0,5,3,2,2,0,2,4,0,4,0,0,0,2,5,2,3,5,2,0
87,0,3,2,3,2,3,0,5,3,3,2,3,3,2,3,2,3,2,2,0,2,2,2,2,2,3,2,3,4,0,4,0,4,4,3,3,3,4,3,3,4,4,3,3,2,2,4,2,4,3,2,3,3,3,2,3,3,3,3,4,0,3,5,4,3,2,2,3,2,4,0,2,2,3,2,3,4,2,2,4,3,0,0,2,0,2,2,2,2,3,2,3,4,2,4,3,2,3,0,3,0,2,4,4,2,2,2,3,3,0,3,3,2,2,2,3,4,2,2,3,3
88,0,3,3,4,3,3,3,4,4,4,3,3,2,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,3,3,4,3,3,2,3,2,3,4,4,3,3,4,3,4,3,3,3,4,3,3,3,4,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,4,4,3,3,3,3,4,3,3,3,4,3,4,3,4,3,5,3,3
89,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,2,5,3,4,0,0,0,0,5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5
90,0,4,4,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,3,3,5,5,5,5,4,5,4,3,3,3,3,5,5,5,3,4,4,4,4,4,4,4,5,5,5,3,5,4,5,5,5,4,4,3,3,3,4,4,4,5,5,5,3,3,3,3,3,3,3,4,2,2,0,2,2,2,3,2,2,2,2,4,3,3,3,4,2,4,2,4,5,3,4,5,3,4,4,4,4,2,3,4,2,4,4,4,4,3,3,4,5
91,0,2,0,4,2,2,3,2,5,3,4,0,5,0,5,4,3,2,0,2,0,2,2,2,0,4,4,2,2,3,5,2,2,5,0,3,2,3,3,4,3,5,0,4,3,0,2,0,5,2,0,3,2,0,0,5,3,2,3,2,0,0,4,3,3,3,4,2,2,5,2,0,2,4,2,0,2,3,3,4,3,2,3,0,3,3,2,2,0,4,2,5,3,3,3,5,3,4,0,3,2,0,4,3,0,0,0,2,3,2,3,2,5,2,3,5,3,2,5,3,2
92,0,4,3,5,5,2,4,5,4,4,3,4,5,4,5,4,4,3,5,4,4,5,5,5,5,4,3,4,4,4,4,4,2,4,4,0,4,4,4,3,3,4,4,3,4,4,3,4,3,3,4,3,2,3,3,3,4,3,3,3,3,3,4,3,3,5,4,4,3,3,3,4,4,4,2,3,4,2,3,3,4,3,3,4,3,2,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,3,3,2,4,3,3,3,3,3,2,3,5,4,3,4,2,3,3
93,0,3,3,4,3,3,3,5,3,3,5,3,2,4,4,3,4,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,3,3,3,4,3,4,4,4,5,4,3,3,4,3,3,5,4,4,3,3,4,4,3,4,4,3,4,5,5,4,5,5,5,3,4,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,4,5,4,4,3,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,5,5,4
94,0,2,5,3,0,2,0,5,4,3,5,3,2,3,4,3,4,3,4,0,0,0,0,5,5,3,4,5,5,0,5,5,5,5,3,5,3,4,2,3,5,3,4,3,5,3,5,5,4,5,3,2,3,2,2,3,5,3,5,5,5,5,5,2,4,3,2,3,5,5,2,3,5,3,5,2,3,2,2,5,3,4,2,5,3,2,2,2,5,3,4,3,5,2,5,3,2,5,5,3,2,5,3,4,2,5,4,2,4,5,3,4,2,5,4,5,2,2,5,5,5
95,0,3,0,3,5,3,3,5,5,4,3,2,3,0,4,2,4,3,3,3,3,4,2,2,3,3,4,4,5,2,5,3,3,3,4,5,4,5,3,5,4,4,3,3,3,2,4,2,4,4,2,0,5,4,5,3,3,3,3,5,2,3,5,3,5,2,5,3,5,4,2,5,2,3,4,2,3,0,4,5,4,3,0,2,2,4,2,3,2,3,2,5,5,2,2,0,2,4,3,2,2,2,4,2,4,3,0,2,5,0,4,4,4,0,3,4,3,2,5,3,2
96,0,3,2,3,0,2,4,4,4,3,4,2,2,4,2,4,0,4,3,3,3,2,2,3,5,2,4,3,4,4,3,3,4,4,3,0,2,2,3,5,5,3,4,4,4,5,3,4,0,2,5,3,4,2,4,3,4,2,4,2,0,5,0,5,5,5,5,5,4,4,0,3,3,2,3,4,2,5,5,2,2,4,3,3,3,3,2,2,0,3,4,2,0,2,2,4,3,4,0,2,4,4,2,3,4,2,5,4,4,5,2,4,0,3,2,4,0,2,2,4,5
97,0,4,3,4,4,3,5,5,4,3,5,3,4,5,3,3,5,4,4,5,3,3,5,4,5,3,4,3,5,5,5,4,4,3,4,4,3,5,5,4,5,4,3,3,4,4,5,3,3,4,5,4,4,3,5,3,4,4,3,5,5,5,3,4,4,4,5,3,5,5,4,4,2,4,5,5,3,4,4,3,5,3,5,4,4,5,3,3,4,3,4,5,5,4,4,3,3,4,3,3,4,4,4,5,3,3,5,5,4,4,3,4,3,4,5,5,4,3,4,5,3
98,2,3,3,3,4,2,3,4,4,4,5,4,4,4,5,2,4,4,3,3,3,3,3,4,4,3,4,3,3,2,3,3,3,5,2,3,3,4,3,3,4,4,3,3,3,3,3,4,3,4,2,2,2,3,0,4,4,3,3,3,4,3,3,5,4,2,4,3,2,3,2,2,4,3,4,3,3,0,3,3,3,4,2,4,3,3,3,2,2,3,2,4,4,3,3,2,3,4,2,2,4,3,3,4,0,3,3,4,2,3,4,4,2,5,2,3,3,2,5,3,3
99,0,2,3,3,2,2,2,4,3,3,4,3,2,3,3,3,3,4,2,2,2,3,3,4,3,3,2,3,2,0,4,2,2,3,0,0,2,3,3,4,3,2,0,2,3,3,2,3,4,3,2,2,2,2,2,4,3,4,4,4,3,3,4,3,3,2,2,2,2,2,3,0,2,4,2,2,3,2,2,4,3,2,2,3,2,2,2,2,2,4,3,2,4,2,3,2,3,4,2,2,2,3,3,3,3,3,4,3,3,0,2,3,2,0,3,3,3,3,2,2,2
100,0,4,3,4,3,5,3,5,4,2,4,3,4,3,4,4,2,3,4,2,3,0,3,3,3,4,3,4,4,2,4,3,2,2,4,5,3,2,4,4,4,3,2,4,4,2,2,2,4,5,2,4,2,4,4,4,2,5,4,2,3,5,2,4,4,2,3,4,0,3,4,5,2,3,4,5,2,5,3,3,5,2,2,3,2,4,3,4,3,5,3,2,2,4,3,2,2,4,3,0,4,2,4,4,2,2,5,2,3,3,4,5,2,4,3,0,5,4,2,5,2
101,0,4,3,3,4,2,3,3,3,4,4,2,5,3,3,2,5,3,4,3,2,4,3,4,3,3,5,3,5,3,5,4,3,4,4,5,4,4,4,4,5,5,3,3,3,4,4,5,4,2,4,5,2,5,4,4,4,4,4,4,3,2,5,4,4,2,4,5,5,4,4,5,5,3,5,3,4,3,4,4,4,4,0,5,2,5,3,3,2,4,3,5,3,5,2,4,4,3,3,3,3,2,3,4,4,0,4,5,3,2,4,5,3,4,3,3,4,4,5,3,2
102,2,5,5,5,4,3,4,5,4,3,5,3,4,5,4,5,5,3,4,5,5,4,5,5,5,5,3,4,4,4,3,0,3,4,2,2,4,4,4,5,5,5,3,3,3,0,2,4,4,5,3,4,4,3,5,3,5,3,2,4,4,4,4,5,4,5,4,3,5,5,5,5,5,5,5,4,4,2,3,3,3,3,3,4,4,5,5,5,4,3,2,2,2,2,0,2,2,3,3,5,3,4,2,4,3,4,5,4,5,3,4,4,4,2,0,3,4,4,5,5,4
103,0,4,2,3,3,2,3,0,2,4,5,2,0,2,4,3,4,3,0,4,0,3,4,2,0,3,4,3,5,3,4,3,2,4,0,0,3,3,4,3,5,3,0,3,3,2,2,2,3,3,0,3,2,3,2,4,4,3,4,5,4,3,5,4,4,2,2,3,2,3,3,2,2,3,5,0,4,0,2,3,4,4,2,2,4,2,3,0,0,2,2,4,3,3,2,2,2,3,0,3,2,0,0,3,0,3,2,2,2,0,2,0,0,2,3,0,3,0,3,2,0
104,2,3,3,2,3,3,2,3,5,3,3,3,2,3,3,3,4,3,4,2,3,2,3,2,3,4,4,4,3,2,4,3,2,4,3,4,3,4,4,4,3,4,3,4,2,2,3,3,0,2,2,3,3,3,2,3,3,3,3,3,2,4,3,2,3,2,3,3,3,3,2,2,2,3,4,2,3,2,3,3,4,4,3,2,3,4,3,3,4,3,3,4,4,3,2,3,3,4,4,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,4,3,3,5,3,3
105,2,4,0,2,3,4,4,4,4,4,2,0,4,0,5,3,2,3,2,4,3,2,4,0,0,5,4,2,5,5,5,0,0,4,4,0,2,4,4,4,3,2,2,4,0,0,4,2,5,2,0,4,4,2,5,4,2,4,4,5,2,2,5,4,3,0,2,4,2,4,3,2,0,4,3,4,2,3,2,3,4,4,2,2,2,4,2,3,0,5,3,5,4,4,2,0,4,4,2,3,4,0,3,4,4,3,0,4,0,3,4,4,4,2,0,2,4,0,4,4,0
106,0,3,0,4,4,4,3,5,4,3,4,2,2,2,4,4,3,4,2,3,3,3,3,2,3,3,4,3,2,2,4,3,2,4,2,0,3,3,4,3,3,3,3,4,4,5,5,2,4,3,4,3,2,2,4,4,2,2,4,3,4,2,5,4,3,2,4,4,4,3,2,0,0,3,2,2,3,2,4,4,3,4,0,0,2,3,2,3,2,4,4,3,2,2,2,3,3,3,0,4,3,2,3,3,2,2,0,3,3,2,3,3,3,2,2,4,4,2,4,3,0
107,0,4,2,4,4,3,4,4,3,5,4,4,4,3,4,4,2,4,2,2,2,2,4,2,2,3,4,2,5,2,4,3,3,4,3,3,4,3,4,4,5,2,4,4,3,3,4,3,3,2,3,4,3,3,4,3,2,3,5,4,3,3,5,4,4,2,4,3,3,3,4,3,2,4,3,2,4,0,3,4,3,4,3,3,4,3,2,2,3,4,4,3,5,3,2,3,4,3,0,4,3,2,3,3,3,2,3,4,3,3,4,4,3,3,3,3,4,3,4,4,0
108,0,4,0,4,4,3,4,5,4,4,4,2,4,2,5,4,4,4,4,4,3,4,3,0,2,4,4,4,5,3,4,0,0,4,3,4,4,5,4,4,5,5,4,5,3,3,4,2,5,0,4,4,4,5,4,5,5,3,3,5,0,2,5,3,4,3,4,3,4,3,4,4,0,5,4,3,3,2,4,4,4,4,2,0,0,4,3,4,3,4,4,5,5,4,2,3,4,4,2,4,4,3,4,4,4,0,0,4,4,0,4,4,4,0,3,4,4,4,0,3,0
109,0,2,0,3,3,0,2,3,3,4,0,2,2,0,4,0,2,3,2,2,2,0,2,0,0,3,4,2,2,0,3,0,0,4,2,3,2,4,2,3,3,0,2,3,0,2,0,0,2,0,0,2,3,0,2,4,2,0,4,2,0,2,3,2,3,2,3,2,2,3,2,2,0,3,2,2,2,0,2,3,3,2,0,0,2,2,0,0,2,3,2,2,2,2,2,0,0,3,0,2,2,0,0,2,2,0,2,2,2,0,2,3,3,0,2,2,2,2,0,2,0
110,0,0,3,3,0,0,2,4,5,4,5,3,3,4,4,3,3,3,5,3,0,0,4,3,4,3,4,4,2,0,3,4,4,5,2,3,2,4,3,3,3,3,0,3,5,4,0,3,3,5,4,0,4,4,0,3,2,2,2,2,4,2,3,0,3,4,5,3,4,4,0,3,2,3,4,4,5,0,0,3,4,5,4,4,3,4,4,5,5,3,3,2,3,0,3,4,2,4,4,2,2,4,5,5,0,4,2,0,3,3,3,2,4,4,5,5,4,2,4,0,3
