,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
51,2,4,4,3,2,5,5,4,1,4,5,2,3,4,2,1,3,1,4,2,5,2,4,4,5,2,4,4,2,4,4,3,5,4,4,3,2,4,2,1,3,3,4,5,4,4,4,2,2,4,5,4,5,5,4,4,5,5,3,3,3,3,5,2,4,2,4,4,2,4,5,5,3,4,4,5,4,2,2,5,5,4,2,3,4,5,5,5,4,4,4,4,4,5,3,3,2,1,2,3,5,5,2,1,4,4,3,3,4,2,5,5,3,5,4,3,2,3,5,5,2,5,3,4,3,4,5,4,4,5
52,4,4,3,3,5,5,4,4,3,4,5,4,4,4,5,4,4,3,5,5,5,4,4,4,5,4,4,3,4,5,5,4,4,3,5,4,3,4,4,5,4,3,5,5,4,4,4,4,4,3,5,4,5,5,4,4,3,5,4,5,4,4,4,3,3,4,3,3,3,3,4,5,4,3,5,4,5,4,4,5,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,3,4,4,5,5,4,3,4,5,5,5,5,4,4,5,4,5,4,3,4,3,4,5,4,5,4,4,3,4,4,3,4,4
53,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,4,5,2,5,4,4,4,3,4,2,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,4,5,5,3,4,3,4,3,3,3,3,5,3,2,3,3,3,3,4,3,3,3,5,5,5,5,5,5,4,3,5,4,3,5,5,5,3,3,3,3,3,5,3,4,5,5,4,3,4,3,4,3,5,3,3,2,4,3,4,5,5,4,4,3,4,4,4
54,3,2,3,3,3,3,3,3,3,3,3,4,5,3,3,1,3,4,3,4,1,3,3,1,4,1,4,1,1,3,1,3,2,4,4,4,4,4,3,4,1,4,3,1,1,1,3,2,2,5,1,3,2,4,4,1,1,1,4,1,1,1,4,4,4,1,1,1,2,4,3,3,4,1,4,1,1,4,4,1,4,1,1,1,1,5,3,4,3,3,3,3,2,2,4,2,1,1,1,4,4,4,3,2,2,1,3,3,3,3,2,3,1,3,5,3,3,1,4,1,1,1,1,4,3,4,2,3,4,1
55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,2,3,3,2,4,3,3,4,1,4,4,5,5,4,4,1,4,4,4,4,4,4,3,4,3,4,5,4,4,3,3,2,3,5,4,3,5,3,3,5,5,5,3,1,3,3,4,4,3,5,1,4,3,4,4,3,3,2,5,3,2,4,5,5,5,3,4,4,5,4,1,2,2,4,4,2,4,4,4,3,4,4,5,4,4,5,3,4,4,4,4,3,4,4,4,3,3,1,3,4,4,4,4,1,4,3,5,3,4,3,5,4,3,5,4,3,4,3,4,2,5,2,3,1,4,5,2,4,4,5
57,2,3,3,4,4,4,2,4,2,3,4,5,4,4,3,1,2,3,4,4,5,4,4,2,4,5,4,4,5,3,2,2,2,3,3,2,3,4,3,5,5,4,3,4,2,4,3,2,2,5,3,4,4,4,3,4,1,2,3,4,2,2,5,5,4,2,2,5,5,5,3,5,5,3,4,2,2,5,5,4,3,2,5,3,2,5,4,5,2,3,2,2,4,4,4,2,2,3,3,3,4,5,5,2,3,4,4,3,5,3,5,5,5,5,2,2,4,2,5,5,5,2,3,2,4,3,3,4,3,2
58,4,2,3,2,2,3,2,3,1,4,4,5,5,5,5,5,3,4,3,4,4,2,2,4,3,4,4,4,2,3,3,4,4,3,4,3,3,3,4,4,3,3,3,4,3,3,3,3,4,5,4,5,4,4,3,2,5,4,4,3,4,3,4,4,4,5,4,3,4,4,5,5,5,3,2,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,2,3,4,2,4,1,4,4,3,4,4,1,4,4,4,3,4,4,4,5,3,4,5,3,4,2,4,3,3,4,3,4,4,3,4,3,3,4
59,3,4,4,4,4,4,4,5,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4,3,3,3,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,2,3,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,5,4,3,4,3,3,4,4,2,3,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,5,4,4,4,3,3,3,2,5,3,5,5,4,4,3,4,3,4,2,4
60,3,2,3,4,4,3,4,2,2,4,1,1,3,2,5,1,4,4,1,4,1,3,4,2,3,2,2,3,3,2,1,2,1,2,5,3,1,5,1,3,3,1,3,1,2,5,5,1,3,3,3,3,5,4,2,5,4,1,2,2,5,1,4,1,1,5,3,3,1,2,1,4,4,4,4,5,1,1,1,2,5,3,1,1,4,5,1,1,5,5,1,1,2,1,1,1,2,1,1,1,4,4,1,1,4,1,1,2,3,5,1,1,1,3,1,5,1,1,4,4,3,1,1,4,2,1,1,1,1,2
61,3,4,3,4,4,3,4,5,3,5,3,4,3,5,3,4,3,3,3,4,5,4,4,5,4,4,3,3,4,3,4,3,3,3,3,4,3,4,3,3,3,4,5,5,5,4,5,5,5,5,3,3,3,3,3,4,5,4,4,5,3,5,4,5,4,5,5,5,4,5,4,5,4,5,5,4,4,4,5,3,4,5,4,5,5,3,5,5,3,5,4,5,3,3,3,5,4,2,4,5,3,5,4,2,4,4,4,5,4,4,5,5,4,5,4,4,4,4,5,3,4,4,3,4,5,4,5,5,3,3
62,1,4,3,3,5,3,4,3,3,5,4,3,4,4,1,1,3,3,4,4,4,3,3,4,4,3,3,2,3,4,4,3,3,4,4,4,2,3,4,4,3,4,4,3,4,2,3,3,2,5,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,4,5,4,3,3,3,4,5,4,4,4,4,4,3,4,4,4,5,4,4,3,4,4,3,4,3,4,5,4,4,3,4,3,3,4,3,3,4,3,4,5,4,4,4,3,3,4,3,2,3,2,5,4,4,3,4,3
63,3,5,5,5,5,3,4,4,2,5,3,4,4,4,5,2,5,5,4,4,4,4,4,5,4,4,4,2,4,4,4,4,3,5,5,5,3,3,4,4,3,4,4,4,5,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,5,5,3,4,5,5,4,3,4,5,4,3,2,4,5,4,4,5,5,4,5,5,4,3,5,5,4,5,5,4,4,4,5,4,5,4,5,2,5,5,5,4,4,2,5,4,4,4,5,5,4,4,5,5,5,5,4,5,2,4,5,3,3,5,5,5,4,5,4,5
64,2,3,3,4,5,3,3,4,3,3,4,3,3,3,4,2,3,3,3,4,4,3,3,5,4,2,3,2,3,4,3,3,4,4,5,3,3,4,3,3,2,4,3,5,3,4,3,3,2,4,3,4,4,4,4,3,5,3,5,2,3,3,5,3,4,4,4,3,3,5,3,4,5,4,4,4,4,3,4,5,5,4,3,2,5,5,3,3,3,3,4,3,4,3,4,1,4,3,4,3,5,5,3,2,3,3,3,3,5,4,3,5,3,4,3,5,3,3,2,4,3,3,3,4,4,4,4,3,3,5
65,2,4,4,2,3,2,1,4,1,3,3,2,5,5,2,1,4,4,3,5,2,3,3,5,4,2,4,1,3,4,2,1,1,4,4,4,1,3,3,4,2,3,3,1,4,2,5,2,1,5,2,3,3,3,1,2,4,2,5,2,4,5,4,1,2,3,4,1,2,5,1,2,1,4,3,4,3,3,1,2,5,1,3,2,4,5,2,3,3,3,2,3,2,1,4,2,2,2,1,5,5,2,1,1,3,1,2,2,4,2,4,3,3,2,5,2,2,1,1,1,4,3,1,2,5,5,1,2,5,4
66,2,4,4,2,5,4,5,5,1,3,2,2,5,4,5,3,4,4,3,5,2,1,5,1,5,3,5,2,4,5,5,4,5,4,3,3,3,3,2,2,2,2,3,1,5,1,5,1,4,5,5,5,5,4,5,2,5,5,5,2,4,5,3,1,3,4,5,4,1,5,5,5,2,4,1,5,4,5,4,5,2,4,1,2,4,5,5,3,4,5,2,2,5,3,5,1,5,1,5,5,1,1,2,1,3,2,5,2,5,5,5,2,1,5,5,5,5,5,2,1,5,3,5,1,5,5,1,1,4,5
67,3,3,4,3,3,5,3,3,3,4,3,3,4,5,3,4,3,4,4,4,3,3,4,3,4,3,4,5,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,2,3,3,3,3,4,4,3,3,3,4,3,4,3,3,4,3,3,3,4,3,4,3,3,5,4,4,4,4,3,3,4,4,4,3,2,3,4,3,4,4,3,4,4,3,3,4,4,4,4,2,4,3,3,3,4,4,4,3,4,4,4,2,2,3,3,3,5,4,4,4,4,3,3,3,3,3,3,2,3,3,3,4,2,4,4,3
68,4,4,3,2,4,2,4,5,3,4,2,3,5,3,2,1,3,3,3,3,4,4,4,5,5,5,5,3,2,3,5,5,3,4,5,4,2,3,3,3,3,2,2,2,3,3,4,2,2,4,4,3,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,4,3,5,1,4,4,2,3,4,3,4,4,3,3,2,4,5,3,4,4,3,3,3,4,3,5,2,3,3,3,4,3,4,2,3,4,3,3,3,2,3,3,4,3,4,3,4,3,3,2,2,3,2,3,2,4,4,3,3,3,4
69,3,3,4,3,4,3,2,3,3,3,2,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3
70,4,4,3,3,5,3,2,2,3,4,3,3,4,4,4,2,3,4,5,5,3,3,5,3,3,2,4,5,3,5,3,2,2,3,3,4,3,5,2,4,4,3,3,3,3,3,3,3,2,5,3,5,3,4,4,3,4,3,5,4,4,4,5,3,2,3,3,4,3,3,5,3,3,3,4,3,5,3,3,3,4,5,3,5,5,3,3,5,4,4,5,5,5,3,5,3,4,2,3,3,5,3,3,2,5,3,3,5,4,3,3,3,3,3,5,3,2,4,5,1,2,4,5,2,4,2,3,3,2,1
71,3,3,4,2,2,4,3,3,2,3,3,4,4,4,3,3,4,4,4,5,1,4,3,4,3,3,4,3,3,3,4,3,3,4,3,2,3,3,3,5,4,5,3,2,3,3,3,3,4,5,3,3,3,3,4,2,4,3,5,4,3,3,5,3,4,2,4,3,2,5,2,2,3,1,2,2,4,5,5,3,4,4,4,3,5,5,3,3,3,4,4,3,4,2,5,3,3,1,2,5,5,4,5,2,3,2,4,4,2,2,3,5,4,5,2,2,4,2,2,3,5,4,4,2,5,5,2,2,2,5
72,3,4,3,4,5,3,3,3,3,4,3,4,4,5,5,3,3,4,3,4,3,4,3,4,3,4,4,3,3,3,4,3,4,5,4,3,3,4,4,4,4,4,3,4,4,5,4,4,3,3,3,3,3,4,4,4,3,4,3,3,4,3,4,4,3,3,3,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,4,3,4
73,2,4,3,3,4,3,4,3,2,3,2,3,5,3,3,2,2,2,3,5,3,3,2,4,3,3,5,3,2,2,3,3,3,3,3,3,2,3,3,4,3,4,3,3,3,2,3,3,3,4,2,2,2,2,3,3,3,4,4,3,3,4,4,3,3,2,4,3,3,3,2,3,2,4,3,3,4,3,4,2,3,3,4,3,4,5,3,3,3,3,4,3,3,3,5,3,2,1,3,4,4,3,2,2,3,3,3,3,3,3,3,4,2,4,2,2,4,2,2,3,4,3,3,3,5,5,3,3,3,3
74,5,4,5,2,4,3,5,4,3,3,4,4,4,4,3,3,3,3,4,5,4,3,5,4,5,2,4,3,3,4,4,3,5,4,3,4,3,2,1,4,3,4,3,5,3,3,4,3,3,5,3,4,3,5,4,1,2,5,5,2,3,4,5,2,4,3,5,3,2,4,5,3,3,4,2,4,3,3,5,3,5,3,3,3,3,4,4,3,3,3,3,3,3,4,5,2,1,1,1,5,5,4,3,1,3,4,3,3,2,2,4,4,3,5,4,3,2,2,4,4,3,5,3,2,5,5,5,3,3,4
75,3,3,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,3,3,4,3,3,4,2,3,4,2,3,5,5,5,5,2,2,4,3,3,3,4,3,3,3,3,3,3,2,4,5,3,3,4,3,3,4,3,3,3,3,5,3,3,3,3,4,4,4,3,3,3,4,4,4,3,5,5,4,4,5,4,5,3,4,4,5,3,3,4,1,4,3,3,4,3,3,2,4,3,4,2,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
76,4,4,4,4,5,4,2,2,1,3,3,4,4,4,5,1,4,3,4,5,3,3,2,4,3,2,4,2,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,4,4,4,3,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,3,4,2,4,4,4,4,3,3,2,4
77,5,3,4,4,4,4,3,1,3,4,3,3,4,3,5,3,4,4,5,5,4,4,3,1,2,1,4,1,1,2,2,2,1,1,3,3,2,3,1,5,4,5,4,1,3,3,4,4,4,5,2,3,1,3,3,4,1,1,5,3,3,3,5,3,3,3,3,3,4,2,3,4,1,2,1,1,1,5,1,3,4,3,3,3,3,3,3,3,3,3,2,2,5,1,4,5,5,3,1,5,2,2,4,4,2,2,3,3,3,3,2,3,4,5,4,3,3,3,2,1,3,5,4,1,4,4,2,3,4,5
78,3,4,4,2,4,4,3,4,3,4,5,3,5,3,4,3,4,4,4,5,5,4,5,5,4,4,5,2,3,4,4,3,3,4,4,4,4,4,3,5,3,4,3,3,3,3,3,4,4,5,3,5,4,5,4,3,3,3,5,3,3,2,4,4,4,3,4,3,4,5,4,5,3,3,5,3,5,4,3,4,5,4,4,2,4,4,4,4,4,3,4,4,3,4,5,4,3,3,4,4,4,4,4,3,3,4,4,4,3,4,3,5,3,4,4,4,4,3,5,3,5,4,3,3,4,4,2,3,3,2
79,3,3,4,2,5,3,2,3,3,3,3,2,3,4,4,4,4,3,3,4,2,3,4,4,4,2,3,1,2,4,3,3,2,3,4,4,4,4,2,3,3,3,3,2,1,4,2,4,3,2,2,3,2,3,2,2,1,3,2,2,4,2,2,1,1,2,2,1,1,3,2,2,2,1,3,3,2,2,3,2,1,3,1,3,2,2,3,3,2,3,3,3,1,3,1,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,3,2,1,2,3,2,2,3,3,2,3,2,3,4,1,1,3,2,1,2
80,2,3,4,2,4,3,3,2,3,3,2,3,2,3,3,1,3,3,3,4,3,4,3,4,4,2,1,2,2,4,3,2,3,3,3,4,1,4,2,4,2,2,2,2,2,4,3,3,3,5,3,4,3,4,2,1,3,3,2,3,3,3,3,3,4,3,4,2,2,4,3,3,2,3,4,3,2,2,4,3,3,3,3,2,4,2,2,2,3,2,2,2,4,2,3,3,3,1,1,4,3,3,3,1,3,1,1,2,4,3,4,4,3,4,4,4,2,3,2,2,2,1,3,2,4,3,2,2,3,4
81,4,2,2,2,3,2,3,5,2,3,3,3,4,4,4,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,3,3,3,4,3,1,1,2,4,2,3,2,4,2,4,4,2,3,4,3,2,2,2,2,3,4,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3
82,4,3,4,3,5,4,3,3,3,3,4,3,4,4,2,2,3,4,5,4,3,5,3,4,4,5,3,4,3,4,3,4,4,4,5,4,2,3,3,4,4,3,3,2,2,4,3,3,3,4,3,3,4,3,4,3,2,3,2,3,3,3,5,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,2,2,4,3,3,3,3,4,3,4,3,3,3,3,2,2,4,3,3,2,4,3,4,4,3,2,4,2,2,2,4,3,3,4,2,4,3,4,4,3,4,4,4,2,3,4,3,3,2,4,3,4
83,3,5,4,5,5,4,4,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,3,5,3,5,3,4,4,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3,4,3,3,4,4,3,4,3
84,3,2,5,2,3,2,3,4,4,2,2,4,5,4,4,2,3,5,3,5,2,5,3,4,3,4,5,3,5,3,3,4,3,4,3,1,1,1,3,4,4,4,3,4,3,3,4,3,4,3,3,4,4,4,4,3,3,4,4,3,3,2,3,3,3,5,3,3,2,4,3,4,3,3,4,3,3,3,3,3,3,5,4,3,4,4,5,3,4,3,4,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,4
85,3,4,3,3,5,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,3,2,3,4,3,3,4,4,4,3,4,3,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,4,4,3,3,4,4,3,3,3,3,4,5,3,4,3,3,3,4,4,4,4,5,5,3,4,4,4,3,3,5,5,3,3,3,4,4,3,3,3,3,3,3,3,4
86,1,4,2,2,4,3,2,1,3,2,3,1,5,1,3,1,2,3,3,5,2,5,1,4,2,1,5,1,1,4,3,1,1,2,2,3,3,4,3,5,3,4,3,1,2,4,2,4,3,5,2,4,3,3,2,3,2,2,5,3,3,2,4,2,4,2,4,2,1,4,3,3,1,3,5,1,3,3,4,2,2,3,3,1,4,4,1,3,3,2,1,1,5,1,5,3,1,2,2,5,5,2,5,2,2,1,5,2,5,3,3,3,4,4,4,3,4,2,2,1,4,2,1,3,4,5,2,1,3,3
87,3,4,3,4,4,3,4,4,3,4,3,3,4,3,4,3,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4
88,4,3,4,5,5,3,2,3,5,4,5,4,3,4,3,4,3,2,3,2,3,2,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,3,5,4,2,4,3,2,2,5,3,3,4,3,4,4,3,4,4,5,3,4,2,2,4,4,4,4,4,5,3,4,2,2,3,2,5,3,3,3,4,3,2,2,3,2,3,2,2,3,2,3,4,4,3,3,4,3,3,4,4,1,3,5,4,4,4,4,3,5,5,4,3,1,2,3,2,3,3,3,4,4,3,3,3,3,5,3,2,2,2,2,2
89,3,4,3,3,5,3,2,3,2,3,4,2,4,4,5,3,4,4,3,4,1,3,2,5,4,2,4,1,2,2,3,3,2,3,5,3,3,5,2,4,2,3,4,2,3,3,3,2,3,5,3,2,3,3,4,2,3,2,4,2,4,3,4,5,4,4,4,2,2,4,2,2,4,5,5,3,4,4,2,3,3,5,3,2,4,4,3,3,4,3,3,3,3,3,4,4,2,4,3,3,4,2,4,3,3,2,3,4,5,5,3,4,3,4,2,5,2,5,3,3,3,3,3,4,4,4,3,3,4,5
90,4,4,5,4,5,3,3,3,1,4,3,3,4,4,4,3,3,4,3,5,2,4,3,3,4,4,4,3,3,4,4,5,3,4,5,5,3,5,4,5,4,5,3,1,4,4,3,4,3,5,4,4,5,4,4,4,5,1,4,4,4,3,4,3,5,4,4,3,3,4,1,3,3,3,5,3,3,5,4,3,4,4,4,3,3,5,4,4,4,4,4,3,5,3,5,3,4,3,4,5,5,3,3,3,4,1,3,3,5,4,3,5,4,5,5,4,4,4,4,3,3,3,3,4,4,5,1,3,4,5
91,1,3,3,4,3,3,3,4,3,3,2,4,4,3,3,2,2,3,2,4,5,2,3,3,3,4,4,1,1,4,3,3,3,3,4,1,1,1,4,4,3,1,2,2,2,1,1,4,2,5,3,3,3,4,2,2,1,3,4,3,3,2,4,5,3,3,3,4,5,3,4,4,3,2,2,2,2,5,1,1,3,3,4,1,2,4,2,2,3,2,5,4,2,5,2,2,2,1,4,2,3,5,2,1,1,2,2,2,2,2,2,5,3,5,4,1,4,1,4,2,2,2,1,4,2,2,2,1,2,4
92,1,4,4,5,4,4,4,3,5,3,1,1,3,2,5,1,5,3,5,4,1,4,5,3,3,1,2,4,1,3,3,2,2,4,3,4,1,5,1,4,3,3,2,2,3,5,3,1,3,4,4,4,4,5,3,5,4,4,3,4,4,4,4,1,4,4,4,2,1,4,4,2,2,4,5,4,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,4,2,2,3,3,5,3,4,2,3,3,5,4,1,2,4,5,3,3,3,2,2,4,5,3,3,3,3,3,3,4,5,4,3,3,3,2,5
93,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
94,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,4,3,4,3,3,3,4,3,2,3,2,2,3,3,3,3,3,4,3,2,3,2,4,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3
95,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,2,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,4,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,2,3,4,3,3,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3,3,3,3,3,3,1,3,3,4,3,4,1,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,4,2,4,2,3,3,3,3,3,4
96,4,3,2,2,5,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,4,4,4,2,2,3,4,3,3,3,4,3,2,3,3,2,3,3,3,4,2,2,3,3,2,4,3,4,4,3,3,2,3,2,4,2,4,3,4,3,1,3,4,1,3,3,4,5,3,3,5,2,4,2,4,3,4,4,4,4,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,4,4,3,2,4,2,2,3,3,3,3,3,3
97,3,4,5,5,5,4,3,3,3,4,3,3,5,4,4,1,4,4,4,5,4,5,3,4,3,4,5,3,3,3,4,3,3,4,4,4,4,4,4,5,4,5,5,3,4,5,4,3,3,5,3,3,4,3,4,4,4,3,5,4,5,5,4,4,5,5,5,4,3,4,3,3,3,4,5,3,5,4,5,3,4,5,4,3,4,5,5,4,4,4,4,4,4,4,5,5,5,3,4,5,4,4,4,4,4,3,5,4,5,5,3,4,5,5,4,5,5,5,3,3,5,4,3,4,5,5,3,4,3,5
98,4,3,5,4,5,3,5,3,2,4,2,4,5,4,3,1,3,3,4,5,3,3,3,4,3,3,5,4,3,3,4,3,3,4,4,4,2,4,3,5,4,4,3,2,4,3,4,2,3,5,3,3,5,3,3,3,3,3,5,4,4,5,4,3,5,3,5,4,3,3,3,2,2,4,5,4,5,4,5,3,5,4,3,3,4,4,4,3,3,3,4,3,3,2,4,4,3,2,3,3,4,3,3,2,4,3,5,3,3,3,3,3,3,4,3,4,3,4,3,2,3,2,4,4,4,5,3,3,3,3
99,3,2,5,4,3,1,4,3,3,4,4,2,4,3,4,1,4,5,1,3,5,3,3,4,4,3,4,1,2,4,5,5,4,5,4,4,1,3,3,3,3,1,4,5,3,3,4,4,4,4,5,3,4,5,3,2,3,4,5,2,3,4,3,3,4,4,5,3,3,4,4,1,2,3,4,3,2,3,3,4,4,4,3,1,5,5,5,4,2,2,4,1,2,1,3,2,3,2,3,5,5,4,3,3,1,3,2,2,4,5,3,4,3,4,3,3,2,1,3,3,2,3,2,4,2,4,3,3,3,5
100,4,4,4,3,5,4,3,4,3,4,4,3,4,3,4,3,3,4,4,5,4,3,4,5,4,3,5,3,3,3,4,4,3,4,4,4,3,4,3,4,4,4,4,3,3,4,4,3,3,5,4,3,3,3,4,4,5,3,5,3,4,4,5,3,4,4,3,3,3,4,3,2,3,4,3,3,4,3,4,3,3,4,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,2,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,3,4
101,5,5,1,5,5,5,5,5,5,5,5,1,4,3,5,1,4,1,5,3,5,3,5,5,5,1,4,5,1,5,5,2,5,4,5,5,5,5,1,1,3,1,3,5,3,5,3,4,3,5,5,2,3,4,3,5,1,4,2,4,5,5,5,2,3,3,4,5,5,2,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
102,4,4,5,5,4,5,3,3,3,4,4,4,4,5,4,3,4,4,5,4,2,4,4,5,5,4,3,4,3,5,4,5,4,5,4,4,3,4,4,5,5,5,4,5,4,3,5,3,4,5,4,5,5,5,5,3,4,5,4,4,4,3,5,3,5,4,4,5,4,5,4,5,4,3,3,3,4,4,4,4,5,5,4,5,4,4,5,3,4,4,4,4,4,4,4,3,3,3,4,5,5,5,4,3,4,3,3,4,3,4,5,3,3,5,5,3,4,3,5,3,4,4,4,3,5,4,3,4,4,5
